Falla de Llamada,Monto Cobrado,Segundos de Uso,Frecuencia de Uso,sms_al_día,quejas_por_mes,Fuga
28.5,4,14061.875,198.0,52.5,0.025,0
0.0,0,1073.0,32.0,17.5,0.0,0
6.0,0,7813.0,127.0,184.8529411764706,0.0,0
6.0,0,843.0,13.0,6.486486486486487,0.0,1
0.0,0,5703.0,58.0,67.05882352941177,0.0,0
0.0,0,0.0,0.0,0.0,0.03225806451612903,1
18.0,2,14061.875,198.0,31.666666666666668,0.0,0
2.0,0,1055.0,22.0,8.25,0.0,0
7.0,4,3148.0,49.0,87.09677419354838,0.0,0
7.0,0,920.0,32.0,21.42857142857143,0.0,0
7.0,1,2485.0,37.0,169.86486486486487,0.0,0
0.0,0,2133.0,48.0,0.0,0.0,0
9.0,1,6033.0,100.0,3.75,0.0,0
7.0,0,4073.0,68.0,3.846153846153846,0.0,0
5.0,0,305.0,6.0,6.0,0.0,1
11.0,0,6108.0,95.0,5.384615384615385,0.0,0
4.0,0,13648.0,171.0,3.0769230769230766,0.0,0
22.0,2,14061.875,198.0,0.0,0.0,0
5.0,0,3423.0,78.0,5.526315789473684,0.0,0
3.0,0,740.0,18.0,1.5,0.0,0
11.0,1,9228.0,175.0,168.38709677419357,0.0,0
0.0,0,0.0,0.0,0.0,0.0,1
10.0,2,11590.0,152.0,5.833333333333333,0.0,0
0.0,0,0.0,0.0,0.0,0.0,1
5.0,0,1533.0,15.0,13.548387096774194,0.06451612903225806,1
10.0,3,4755.0,49.0,405.48387096774195,0.0,0
7.0,1,1620.0,36.0,240.0,0.0,0
10.0,2,11580.0,159.0,6.923076923076923,0.0,0
18.0,0,1195.0,32.0,26.896551724137932,0.0,0
0.0,1,148.0,4.0,24.857142857142858,0.0,0
9.0,0,6223.0,95.0,5.142857142857143,0.0,0
13.0,1,4323.0,64.0,5.675675675675676,0.0,0
5.0,1,1755.0,29.0,49.5,0.0,0
3.0,1,193.0,5.0,3.9473684210526314,0.0,1
24.0,0,660.0,43.0,6.0,0.0,1
25.0,4,7298.0,157.0,178.42105263157896,0.0,0
9.0,0,1780.0,30.0,21.53846153846154,0.0,0
17.0,6,9835.0,83.0,0.0,0.0,0
5.0,2,643.0,10.0,8.68421052631579,0.0,0
3.0,0,433.0,10.0,3.6585365853658534,0.0,0
1.0,0,2360.0,41.0,123.63636363636363,0.0,0
0.0,0,0.0,0.0,0.0,0.0,1
0.0,0,1228.0,9.0,0.0,0.06451612903225806,1
5.0,0,1135.0,24.0,10.465116279069768,0.0,0
0.0,0,0.0,0.0,0.7692307692307692,0.0,1
12.0,1,3490.0,64.0,148.37837837837836,0.0,0
0.0,0,875.0,14.0,0.0,0.0,1
11.0,3,1620.0,48.0,183.52941176470586,0.0,0
15.0,1,14061.875,198.0,0.0,0.0,0
7.0,0,3185.0,58.0,150.85714285714286,0.0,0
3.0,0,2100.0,31.0,51.17647058823529,0.0,0
11.0,1,4485.0,76.0,2.25,0.0,0
0.0,0,1793.0,48.0,0.0,0.0,0
7.0,0,1130.0,22.0,32.72727272727273,0.0,0
4.0,2,6865.0,99.0,19.45945945945946,0.0,0
7.0,0,3175.0,72.0,8.68421052631579,0.0,0
1.0,1,6595.0,96.0,4.545454545454546,0.0,0
0.0,0,0.0,0.0,0.0,0.03333333333333333,1
14.0,2,5898.0,100.0,27.0,0.0,1
0.0,0,4005.0,32.0,383.22580645161287,0.0,0
14.0,3,4820.0,95.0,11.333333333333332,0.0,0
14.0,2,7428.0,86.0,91.57894736842105,0.0,0
15.0,0,1300.0,35.0,34.44444444444444,0.0,0
8.0,0,6028.0,132.0,141.29032258064518,0.0,0
7.0,0,2485.0,49.0,127.10526315789473,0.0,0
15.0,0,2948.0,65.0,12.307692307692307,0.0,0
9.0,0,8817.0,166.0,145.16129032258064,0.0,0
5.0,0,1100.0,18.0,6.0,0.0,0
0.0,0,520.0,4.0,17.5,0.0,0
8.0,1,1678.0,19.0,13.548387096774194,0.0,1
1.0,0,14061.875,173.0,125.45454545454545,0.0,0
7.0,2,1430.0,41.0,197.58620689655172,0.0,0
0.0,0,0.0,0.0,0.0,0.0,1
9.0,1,2895.0,58.0,136.57894736842104,0.0,0
0.0,0,4265.0,42.0,405.48387096774195,0.0,0
14.0,0,2498.0,64.0,15.681818181818182,0.022727272727272728,0
4.0,0,2078.0,44.0,50.57142857142857,0.0,1
12.0,1,14033.0,179.0,10.227272727272727,0.0,0
8.0,2,365.0,9.0,8.780487804878048,0.0,1
8.0,2,4595.0,85.0,8.571428571428571,0.0,0
15.0,0,1415.0,32.0,8.076923076923077,0.0,0
1.0,0,7917.0,154.0,79.35483870967741,0.0,0
13.0,1,5818.0,98.0,21.666666666666668,0.0,1
0.0,0,4150.0,74.0,0.0,0.0,0
7.0,0,4290.0,69.0,0.0,0.0,0
1.0,0,3638.0,80.0,0.0,0.0,0
11.0,0,2513.0,47.0,30.0,0.027777777777777776,1
28.0,0,1145.0,47.0,6.1764705882352935,0.029411764705882353,1
13.0,0,2838.0,64.0,22.894736842105264,0.0,0
0.0,0,6670.0,92.0,15.483870967741936,0.0,0
9.0,1,2840.0,56.0,142.10526315789474,0.0,0
10.0,2,4070.0,86.0,38.33333333333333,0.0,0
0.0,0,2275.0,6.0,0.0,0.0,0
17.0,1,2948.0,67.0,161.15384615384613,0.0,0
4.0,1,6493.0,71.0,85.38461538461539,0.0,0
15.0,1,2713.0,70.0,146.1627906976744,0.0,0
8.0,2,1748.0,29.0,29.032258064516128,0.06451612903225806,1
5.0,0,1085.0,20.0,33.75,0.0,0
25.0,3,14061.875,198.0,0.0,0.0,0
4.0,0,710.0,20.0,14.651162790697674,0.0,0
0.0,0,0.0,0.0,0.8333333333333333,0.0,1
11.0,2,7873.0,136.0,153.29268292682926,0.0,0
11.0,0,1630.0,37.0,25.0,0.0,0
3.0,3,6660.0,116.0,169.86486486486487,0.0,0
2.0,0,2073.0,30.0,0.8571428571428571,0.0,0
15.0,1,2758.0,66.0,161.15384615384613,0.0,0
13.0,1,4630.0,81.0,13.636363636363637,0.0,0
0.0,0,4210.0,71.0,0.0,0.0,0
0.0,0,0.0,0.0,0.0,0.0,1
10.0,0,2673.0,49.0,30.0,0.02857142857142857,1
0.0,0,4085.0,34.0,402.58064516129036,0.0,0
0.0,0,2710.0,19.0,196.40625,0.0,0
4.0,0,3470.0,70.0,16.451612903225804,0.0,0
23.0,2,6878.0,155.0,140.45454545454544,0.0,0
4.0,0,395.0,13.0,0.0,0.0,0
4.0,0,4400.0,78.0,3.333333333333333,0.0,0
8.0,1,7813.0,133.0,161.15384615384613,0.0,0
4.0,1,1695.0,32.0,46.95652173913044,0.0,0
2.0,0,508.0,6.0,12.307692307692307,0.0,0
5.0,0,578.0,15.0,14.666666666666666,0.0,0
6.0,2,6560.0,89.0,146.92307692307693,0.0,0
22.0,2,14061.875,198.0,46.666666666666664,0.0,0
0.0,0,710.0,5.0,28.75,0.0,0
0.0,0,680.0,9.0,0.0,0.0,0
9.0,0,3085.0,53.0,158.1818181818182,0.0,0
2.0,0,4803.0,81.0,0.0,0.030303030303030304,1
1.0,0,5613.0,89.0,0.0,0.0,0
11.0,0,3660.0,76.0,0.0,0.0,0
5.0,2,2737.0,40.0,63.87096774193548,0.0,0
26.0,4,14061.875,198.0,8.571428571428571,0.0,0
3.0,1,935.0,17.0,3.846153846153846,0.0,0
2.0,0,875.0,20.0,5.7142857142857135,0.0,0
27.0,10,10820.0,101.0,12.857142857142856,0.0,0
0.0,0,290.0,2.0,0.0,0.0,0
3.0,0,730.0,25.0,3.9130434782608696,0.0,0
7.0,0,1360.0,28.0,12.857142857142856,0.0,0
0.0,0,710.0,8.0,4.545454545454546,0.0,0
8.0,0,395.0,25.0,11.0,0.0,0
16.0,3,4195.0,94.0,51.951219512195124,0.0,0
9.0,2,4885.0,47.0,405.48387096774195,0.0,0
8.0,0,11170.0,150.0,5.384615384615385,0.0,0
3.0,1,6500.0,86.0,150.8108108108108,0.0,0
1.0,0,6413.0,63.0,93.0,0.0,0
8.0,2,4103.0,90.0,13.571428571428571,0.0,0
5.0,0,920.0,10.0,6.363636363636364,0.0,0
7.0,0,438.0,14.0,10.465116279069768,0.0,1
28.0,4,14061.875,198.0,40.54054054054054,0.0,0
0.0,0,2860.0,52.0,0.0,0.0,0
7.0,2,2773.0,43.0,40.64516129032258,0.0,0
10.0,0,8688.0,168.0,137.4193548387097,0.0,0
0.0,0,438.0,6.0,0.0,0.0,1
5.0,2,4450.0,43.0,405.48387096774195,0.0,0
21.0,2,6698.0,147.0,145.26315789473685,0.0,0
4.0,0,1568.0,39.0,34.61538461538461,0.0,0
1.0,1,1308.0,11.0,0.0,0.0,1
21.0,8,10435.0,93.0,0.8333333333333333,0.027777777777777776,0
9.0,1,2620.0,49.0,142.8409090909091,0.0,0
0.0,0,7143.0,118.0,190.45454545454547,0.0,0
4.0,2,6965.0,110.0,216.7241379310345,0.0,0
5.0,1,305.0,6.0,6.5625,0.0,0
5.0,1,1733.0,22.0,13.548387096774194,0.06451612903225806,1
2.0,0,1408.0,17.0,0.0,0.0,1
10.0,3,903.0,20.0,17.727272727272727,0.0,0
5.0,0,1000.0,12.0,5.833333333333333,0.0,0
6.0,0,2540.0,47.0,153.29268292682926,0.0,0
0.0,1,4085.0,40.0,405.48387096774195,0.0,0
28.5,5,14061.875,198.0,47.14285714285714,0.0,0
11.0,1,3085.0,59.0,143.6842105263158,0.0,0
8.0,1,2653.0,68.0,11.59090909090909,0.0,0
8.0,0,980.0,29.0,20.400000000000002,0.0,0
14.0,5,3238.0,53.0,65.45454545454545,0.0,0
11.0,3,4623.0,98.0,23.68421052631579,0.0,0
0.0,0,420.0,5.0,3.333333333333333,0.0,0
0.0,0,1173.0,18.0,0.0,0.0,0
2.0,0,8368.0,155.0,98.70967741935485,0.0,0
8.0,1,5628.0,98.0,43.714285714285715,0.02857142857142857,1
28.0,4,14061.875,198.0,0.0,0.0,0
0.0,0,3458.0,72.0,0.0,0.0,0
3.0,0,6458.0,65.0,90.0,0.0,0
14.0,2,11950.0,168.0,20.714285714285715,0.0,0
10.0,2,3590.0,70.0,20.689655172413794,0.0,0
20.0,3,9600.0,135.0,115.71428571428572,0.0,0
18.0,1,9642.0,182.0,151.875,0.0,0
6.0,0,1028.0,16.0,11.25,0.0,0
9.0,2,2033.0,34.0,9.0,0.0,0
6.0,1,6805.0,86.0,163.23529411764707,0.0,0
20.0,0,1605.0,41.0,39.310344827586206,0.0,0
0.0,0,1995.0,30.0,184.8529411764706,0.0,0
11.0,3,2600.0,42.0,84.0,0.0,0
3.0,0,6670.0,91.0,0.0,0.0,0
2.0,0,313.0,10.0,8.461538461538462,0.02564102564102564,1
0.0,0,6525.0,87.0,0.0,0.0,0
8.0,3,2898.0,41.0,44.516129032258064,0.0,0
9.0,3,1735.0,48.0,209.5,0.0,0
17.0,8,10210.0,89.0,3.1578947368421053,0.0,0
14.0,2,3835.0,85.0,27.75,0.0,0
5.0,0,7213.0,123.0,161.15384615384613,0.0,0
5.0,0,2000.0,26.0,52.25806451612903,0.0,0
0.0,0,6240.0,76.0,165.48387096774195,0.0,0
5.0,1,6830.0,93.0,7.241379310344828,0.0,0
5.0,0,4310.0,68.0,0.0,0.0,0
27.0,0,1180.0,51.0,12.580645161290324,0.03225806451612903,1
10.0,1,8003.0,134.0,161.15384615384613,0.0,0
18.0,2,4270.0,89.0,36.0,0.0,0
5.0,1,1613.0,35.0,30.0,0.0,0
6.0,2,6615.0,91.0,141.53846153846155,0.0,0
14.0,1,14061.875,198.0,0.0,0.0,0
10.0,0,2318.0,56.0,12.857142857142856,0.0,0
16.0,3,9175.0,124.0,114.61538461538463,0.0,0
5.0,1,7030.0,100.0,14.545454545454547,0.0,0
10.0,2,3805.0,38.0,161.15384615384613,0.0,0
2.0,0,1650.0,30.0,49.09090909090909,0.0,0
0.0,0,0.0,0.0,0.0,0.0,1
0.0,0,403.0,3.0,9.473684210526315,0.02631578947368421,1
0.0,0,955.0,33.0,11.470588235294116,0.0,0
0.0,0,2790.0,15.0,202.74193548387098,0.0,0
28.5,0,1340.0,55.0,25.384615384615383,0.02564102564102564,1
15.0,1,14061.875,198.0,32.0,0.0,0
10.0,2,2025.0,47.0,215.35714285714286,0.0,0
2.0,1,1135.0,28.0,227.5,0.0,0
17.0,0,9123.0,171.0,90.0,0.0,0
7.0,0,2393.0,57.0,179.57142857142858,0.0,0
9.0,2,1988.0,51.0,71.37931034482759,0.0,0
10.0,2,7813.0,139.0,142.8409090909091,0.0,0
16.0,7,10175.0,83.0,0.0,0.0,0
13.0,1,2578.0,58.0,174.58333333333334,0.0,0
28.0,0,1215.0,57.0,23.846153846153843,0.02564102564102564,1
9.0,1,3720.0,68.0,26.666666666666664,0.0,0
3.0,0,790.0,16.0,16.42857142857143,0.0,0
12.0,1,6628.0,106.0,11.538461538461538,0.0,0
4.0,3,6785.0,108.0,202.74193548387098,0.0,0
21.0,3,14061.875,198.0,42.75,0.0,0
17.0,2,14061.875,185.0,14.347826086956522,0.0,0
8.0,2,7045.0,107.0,22.307692307692307,0.0,0
0.0,0,743.0,13.0,33.24324324324324,0.0,1
15.0,2,7213.0,82.0,95.38461538461537,0.0,0
6.0,0,4190.0,63.0,0.0,0.0,0
4.0,2,1430.0,42.0,224.4642857142857,0.0,0
0.0,0,1182.0,13.0,0.0,0.0,1
8.0,2,3610.0,69.0,24.193548387096772,0.0,0
0.0,1,4165.0,36.0,405.48387096774195,0.0,0
7.0,1,1628.0,42.0,37.5,0.0,0
12.0,5,3453.0,55.0,97.5,0.0,0
7.0,2,3210.0,32.0,157.125,0.0,0
5.0,0,4515.0,77.0,0.0,0.0,0
25.0,4,14061.875,198.0,30.0,0.0,0
14.0,0,2528.0,54.0,35.0,0.023809523809523808,1
0.0,0,5533.0,87.0,0.0,0.0,0
4.0,0,1818.0,42.0,0.0,0.0,0
0.0,1,6480.0,97.0,12.5,0.0,0
2.0,0,1933.0,42.0,0.0,0.0,0
12.0,1,1225.0,38.0,27.0,0.0,0
11.0,0,2418.0,62.0,13.902439024390244,0.0,0
9.0,1,6043.0,93.0,5.675675675675676,0.0,0
5.0,0,2098.0,54.0,5.25,0.0,0
10.0,2,1953.0,47.0,44.0625,0.0,0
5.0,0,2013.0,50.0,8.25,0.0,0
1.0,0,1623.0,29.0,6.0,0.0,0
5.0,0,260.0,10.0,10.465116279069768,0.0,1
6.0,1,1495.0,44.0,204.0,0.03333333333333333,1
0.0,0,1973.0,46.0,0.0,0.0,0
7.0,0,5488.0,125.0,110.32258064516128,0.0,0
5.0,1,305.0,6.0,6.0,0.0,0
11.0,1,3040.0,63.0,135.71428571428572,0.0,0
8.0,2,1793.0,25.0,13.548387096774194,0.06451612903225806,1
1.0,0,630.0,12.0,2.647058823529412,0.0,0
2.0,2,4505.0,46.0,405.48387096774195,0.0,0
8.0,0,14061.875,174.0,0.8108108108108109,0.0,0
20.0,3,14061.875,198.0,64.05405405405405,0.0,0
8.0,2,8925.0,121.0,140.83333333333334,0.0,0
7.0,0,2328.0,62.0,165.39473684210526,0.0,0
5.0,0,4023.0,82.0,0.9090909090909092,0.0,0
13.0,4,3157.0,51.0,63.333333333333336,0.0,0
2.0,0,1005.0,18.0,33.10344827586207,0.0,0
9.0,0,2313.0,40.0,24.375,0.03125,1
0.0,0,1170.0,37.0,20.0,0.0,0
0.0,0,300.0,19.0,201.25,0.0,0
1.0,1,3520.0,65.0,28.695652173913043,0.0,0
28.5,0,1665.0,58.0,21.176470588235297,0.029411764705882353,1
6.0,0,8548.0,163.0,108.38709677419355,0.0,0
5.0,0,933.0,13.0,12.631578947368421,0.02631578947368421,1
5.0,0,2573.0,66.0,9.512195121951219,0.0,0
0.0,0,275.0,4.0,0.0,0.0,0
0.0,0,0.0,0.0,0.0,0.0,0
15.0,0,2643.0,60.0,165.39473684210526,0.0,0
0.0,0,10970.0,147.0,0.0,0.0,0
0.0,0,3035.0,60.0,0.0,0.0,0
14.0,1,4080.0,82.0,26.57142857142857,0.0,0
11.0,3,1853.0,28.0,23.225806451612904,0.06451612903225806,1
11.0,0,14061.875,183.0,128.91891891891893,0.0,0
21.0,0,710.0,44.0,12.727272727272728,0.030303030303030304,1
6.0,0,5828.0,125.0,121.93548387096774,0.0,0
10.0,1,3070.0,50.0,161.15384615384613,0.0,0
3.0,0,1235.0,34.0,238.69565217391303,0.0,0
0.0,0,1673.0,38.0,0.0,0.0,0
14.0,2,11960.0,161.0,20.76923076923077,0.0,0
17.0,1,9193.0,181.0,125.71428571428572,0.0,0
16.0,2,5943.0,96.0,18.857142857142858,0.0,1
13.0,1,2568.0,65.0,161.15384615384613,0.0,0
17.0,2,3355.0,50.0,16.153846153846153,0.02564102564102564,1
3.0,1,378.0,8.0,8.780487804878048,0.0,0
3.0,0,13548.0,165.0,2.25,0.0,0
9.0,0,2353.0,60.0,30.769230769230766,0.02564102564102564,0
15.0,3,3685.0,69.0,160.26315789473685,0.0,0
24.0,8,10740.0,93.0,0.0,0.0,0
5.0,0,305.0,6.0,5.833333333333333,0.0,1
8.0,0,2188.0,42.0,22.5,0.0,1
9.0,0,5897.0,134.0,133.54838709677418,0.0,0
7.0,0,50.0,2.0,0.0,0.0,1
0.0,1,2905.0,27.0,169.86486486486487,0.0,0
0.0,0,992.0,12.0,0.0,0.0,1
21.0,8,10390.0,97.0,6.75,0.025,0
0.0,0,1828.0,42.0,0.0,0.0,0
11.0,2,14061.875,179.0,16.578947368421055,0.0,0
1.0,1,2547.0,33.0,30.967741935483872,0.0,0
10.0,0,2695.0,37.0,5.675675675675676,0.0,1
5.0,0,1638.0,44.0,0.0,0.0,0
13.0,3,3043.0,45.0,12.352941176470587,0.0,0
12.0,0,2363.0,52.0,5.675675675675676,0.0,0
21.0,3,9838.0,187.0,178.23529411764707,0.0,0
1.0,0,3210.0,66.0,10.0,0.0,0
0.0,0,0.0,0.0,0.0,0.0,0
7.0,0,2990.0,35.0,1.0,0.03333333333333333,1
4.0,0,8210.0,105.0,99.42857142857143,0.0,0
0.0,0,0.0,0.0,2.3684210526315788,0.0,1
6.0,0,2178.0,51.0,2.5,0.027777777777777776,0
6.0,0,4435.0,81.0,0.0,0.0,0
7.0,2,1375.0,39.0,204.82758620689654,0.0,0
0.0,0,613.0,9.0,17.027027027027025,0.0,0
0.0,0,6365.0,85.0,0.0,0.0,0
0.0,0,1065.0,34.0,14.571428571428571,0.0,0
9.0,0,3793.0,61.0,0.0,0.0,0
3.0,0,920.0,20.0,6.666666666666666,0.0,0
10.0,1,3005.0,57.0,151.76470588235293,0.0,0
8.0,1,8810.0,115.0,117.42857142857143,0.0,0
5.0,0,3893.0,60.0,0.0,0.0,0
12.0,2,3165.0,61.0,137.14285714285714,0.0,0
16.0,0,650.0,35.0,1.153846153846154,0.0,1
6.0,1,2518.0,56.0,5.675675675675676,0.0,0
10.0,0,8742.0,170.0,123.87096774193549,0.0,0
14.0,1,14061.875,198.0,18.857142857142858,0.0,0
4.0,1,6905.0,91.0,155.83333333333334,0.0,0
0.0,0,2080.0,10.0,179.57142857142858,0.0,0
0.0,0,1390.0,26.0,41.42857142857143,0.0,0
16.0,0,2723.0,68.0,18.13953488372093,0.023255813953488372,0
11.0,1,14061.875,185.0,123.24324324324324,0.0,0
0.0,0,0.0,0.0,0.0,0.0,1
8.0,1,3470.0,82.0,24.146341463414636,0.0,0
0.0,0,660.0,16.0,0.0,0.0,0
0.0,0,1505.0,26.0,93.52941176470588,0.0,0
12.0,3,7318.0,85.0,104.5945945945946,0.0,0
0.0,0,600.0,6.0,25.71428571428571,0.0,0
16.0,0,14061.875,198.0,0.0,0.0,0
23.0,3,14061.875,198.0,0.0,0.0,0
0.0,0,0.0,0.0,0.0,0.0,0
6.0,0,1858.0,25.0,5.675675675675676,0.0,0
28.5,10,11000.0,109.0,15.681818181818182,0.0,0
0.0,0,0.0,0.0,7.297297297297297,0.0,0
15.0,3,11830.0,163.0,16.82926829268293,0.0,0
0.0,0,1010.0,24.0,267.0,0.0,0
11.0,0,1015.0,17.0,11.25,0.0,1
0.0,0,595.0,9.0,12.5,0.0,0
1.0,0,1903.0,35.0,20.625,0.0,1
6.0,1,1928.0,35.0,10.714285714285715,0.0,0
0.0,0,14061.875,165.0,104.11764705882354,0.0,0
5.0,1,3085.0,25.0,6.1764705882352935,0.0,0
13.0,2,14061.875,177.0,11.59090909090909,0.0,0
7.0,0,485.0,14.0,12.857142857142856,0.0,1
9.0,4,2933.0,47.0,61.49999999999999,0.0,0
0.0,0,1428.0,16.0,0.0,0.0,1
21.0,0,1265.0,41.0,27.428571428571427,0.0,0
0.0,0,0.0,0.0,0.0,0.0,1
9.0,2,3205.0,31.0,9.473684210526315,0.0,0
0.0,0,895.0,24.0,192.5,0.0,0
7.0,0,2023.0,41.0,26.666666666666664,0.027777777777777776,1
15.0,1,1485.0,42.0,32.90322580645161,0.0,0
25.0,2,14061.875,198.0,17.83783783783784,0.0,0
2.0,0,2088.0,51.0,190.45454545454547,0.0,0
7.0,1,11420.0,158.0,13.902439024390244,0.0,0
0.0,1,6310.0,86.0,174.58333333333334,0.0,0
16.0,0,890.0,25.0,7.5,0.0,0
3.0,1,6740.0,101.0,17.83783783783784,0.0,0
0.0,0,715.0,26.0,191.11111111111111,0.0,0
23.0,3,6383.0,114.0,32.72727272727273,0.0,0
9.0,1,13773.0,175.0,5.5813953488372094,0.0,0
9.0,0,4118.0,64.0,0.0,0.0,0
12.0,2,3855.0,39.0,12.162162162162163,0.0,0
0.0,0,0.0,0.0,0.0,0.0,0
0.0,0,5813.0,59.0,68.57142857142857,0.0,0
13.0,2,14061.875,192.0,138.64864864864865,0.0,0
0.0,0,1183.0,13.0,0.0,0.06451612903225806,1
0.0,0,6353.0,66.0,87.27272727272728,0.0,0
5.0,1,305.0,6.0,5.833333333333333,0.0,0
0.0,0,3413.0,76.0,0.0,0.0,0
0.0,0,1253.0,27.0,1.8181818181818183,0.0,1
15.0,1,9047.0,176.0,125.29411764705883,0.0,0
5.0,0,5453.0,89.0,13.125,0.03125,1
7.0,1,3550.0,78.0,26.25,0.0,0
9.0,1,14061.875,178.0,129.0909090909091,0.0,0
26.0,9,10695.0,103.0,11.428571428571427,0.0,0
7.0,0,4083.0,61.0,2.5,0.0,0
1.0,0,3805.0,72.0,0.0,0.0,0
0.0,0,3790.0,30.0,375.48387096774195,0.0,0
8.0,0,1095.0,22.0,20.454545454545453,0.0,0
3.0,1,2433.0,33.0,0.0,0.0,0
9.0,3,4695.0,52.0,392.8125,0.0,0
17.0,0,1085.0,33.0,24.545454545454547,0.0,0
6.0,0,3598.0,56.0,0.0,0.0,0
5.0,0,8448.0,157.0,106.45161290322581,0.0,0
0.0,0,553.0,22.0,0.0,0.0,0
5.0,0,6490.0,93.0,6.0,0.0,0
20.0,4,4680.0,98.0,45.0,0.0,0
5.0,2,6885.0,114.0,209.5,0.0,0
6.0,0,518.0,10.0,12.142857142857142,0.0,1
13.0,0,2758.0,60.0,184.8529411764706,0.0,0
8.0,2,7928.0,139.0,157.125,0.0,0
3.0,2,4470.0,42.0,405.48387096774195,0.0,0
